WSBrewWhirlpoolType_Monitoring_Consumption,50217,Object
WSBrewWhirlpoolType_Monitoring_Consumption_Electricity,50218,Object
WSBrewWhirlpoolType_Monitoring_Consumption_Electricity_Main,50219,Object
WSBrewWhirlpoolType_Monitoring_Process,50220,Object
WSBrewWhirlpoolType_Monitoring_Process_Turbidity,50221,Object
WSBrewWhirlpoolType_Monitoring_Process_ExtractLastRunnings,50222,Object
WSBrewWhirlpoolType_Monitoring_Process_Temperature,50223,Object
WSBrewWhirlpoolType_Monitoring_Process_QuantityCastWort,50224,Object
WSBrewWhirlpoolType_Monitoring_Process_CountTotalBatches,60022,Variable
WSBrewWhirlpoolType_Monitoring_Process_CounterdeficientBatches,60023,Variable
WSBrewWhirlpoolType_Monitoring_Process_TotalQuantity,50225,Object
WSBrewWhirlpoolType_Monitoring_Process_VolumeFlow,50226,Object
WSBrewWhirlpoolType_Monitoring_Process_MicrobiologyTestResult,60024,Variable
WSBrewWhirlpoolType_Monitoring_Status,50227,Object
WSBrewWhirlpoolType_Monitoring_Status_OperatingMode,50228,Object
WSBrewWhirlpoolType_Monitoring_Status_PackMLBaseStateMachine,50229,Object
WSBrewWhirlpoolType_Monitoring_Status_PackMLBaseStateMachine_MachineState,50230,Object
WSBrewWhirlpoolType_Monitoring_Status_PackMLBaseStateMachine_MachineState_ExecuteState,50231,Object
WSBrewWhirlpoolType_Monitoring_Status_PackMLBaseStateMachine_MachineState_ExecuteState_RunningState,50232,Object
WSBrewWhirlpoolType_Notifications,50233,Object
WSBrewMashFilterType,10016,ObjectType
WSBrewMashFilterType_Monitoring,50234,Object
WSBrewMashFilterType_Monitoring_Consumption,50235,Object
WSBrewMashFilterType_Monitoring_Consumption_Electricity,50236,Object
WSBrewMashFilterType_Monitoring_Consumption_Electricity_Main,50237,Object
WSBrewMashFilterType_Monitoring_Consumption_CompressedAir,50238,Object
WSBrewMashFilterType_Monitoring_Consumption_CompressedAir_Main,50239,Object
WSBrewMashFilterType_Monitoring_Consumption_CO2,50240,Object
WSBrewMashFilterType_Monitoring_Consumption_CO2_Main,50241,Object
WSBrewMashFilterType_Monitoring_Process,50242,Object
WSBrewMashFilterType_Monitoring_Process_CountBatchesperFilterCloth,60025,Variable
WSBrewMashFilterType_Monitoring_Process_Temperature,50243,Object
WSBrewMashFilterType_Monitoring_Process_ExtractFirstWort,50244,Object
WSBrewMashFilterType_Monitoring_Process_ExtractLastRunnings,50245,Object
WSBrewMashFilterType_Monitoring_Process_Turbidity,50246,Object
WSBrewMashFilterType_Monitoring_Process_QuantityFirstWort,50247,Object
WSBrewMashFilterType_Monitoring_Process_QuantityLastRunnings,50248,Object
WSBrewMashFilterType_Monitoring_Process_ContactPressure,50249,Object
WSBrewMashFilterType_Monitoring_Process_CountVolumeFilterSheets,50250,Object
WSBrewMashFilterType_Monitoring_Process_VolumeFlow,50251,Object
WSBrewMashFilterType_Monitoring_Process_TemperatureSpargingWater,50252,Object
WSBrewMashFilterType_Monitoring_Process_QuantitySpargingWater,50253,Object
WSBrewMashFilterType_Monitoring_Status,50254,Object
WSBrewMashFilterType_Monitoring_Status_OperatingMode,50255,Object
